kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
K02912.01,FALSE POSITIVE,0.873227249,0.7948,221.8,1.68,5053.02,2152.0,0.14,21.9,6341.0,4.409,1.111,15.153
K02913.01,CONFIRMED,2.88878583,2.977,40.9,0.84,969.05,1423.0,0.242,17.2,5696.0,4.247,1.331,12.858
K02914.01,CANDIDATE,21.1181653,9.734,112.7,2.89,359.11,1110.0,0.675,26.3,6461.0,3.779,2.566,12.199
K02915.01,CANDIDATE,5.06092282,2.586,71.6,0.98,234.93,998.0,0.944,15.7,5637.0,4.492,0.911,13.346
K02697.01,FALSE POSITIVE,7.37453336,3.745,304.4,87.08,1770.84,1654.0,1.139,33.1,5028.0,3.289,4.991,12.904
K02698.01,CONFIRMED,87.9724227,14.638,866.7,3.39,9.37,446.0,0.015,64.6,5837.0,4.305,1.159,14.0
K02699.01,CONFIRMED,0.568874717,1.2177,378.4,1.49,2473.19,1796.0,0.05,50.4,5223.0,4.593,0.78,15.23
K02700.01,CANDIDATE,0.910020582,1.7956,358.1,1.12,380.16,1127.0,0.79,29.9,4297.0,4.725,0.533,15.381
K02701.01,FALSE POSITIVE,22.023514,1.932,1670.0,4.79,39.45,639.0,0.934,10.2,5860.0,4.489,0.936,14.818
K02759.01,CANDIDATE,1.07808492,0.8551,155.6,1.01,951.61,1417.0,0.287,22.9,4906.0,4.511,0.814,14.288
K02760.01,CONFIRMED,56.5732318,4.188,688.5,2.69,3.79,356.0,0.942,21.6,4701.0,4.54,0.775,14.889
K02761.01,FALSE POSITIVE,1.846861455,1.6605,648.6,2.23,753.4,1337.0,0.48,35.9,5591.0,4.559,0.86,15.881
K00265.01,CONFIRMED,3.568099612,3.2131,98.4,1.36,926.89,1407.0,0.531,52.5,6007.0,4.232,1.334,11.994
K02762.01,CONFIRMED,132.9955503,7.436,1275.4,2.51,0.8,241.0,0.703,29.3,4523.0,4.636,0.659,15.028
K00301.01,CONFIRMED,6.002548291,4.1628,202.0,2.33,504.79,1209.0,0.914,71.6,6204.0,4.269,1.36,12.73
K00301.02,CONFIRMED,11.44865823,4.953,75.2,1.32,213.39,975.0,0.824,21.9,6204.0,4.269,1.36,12.73
K00302.01,CONFIRMED,24.85466504,9.182,776.2,7.61,339.33,1095.0,0.746,88.0,6967.0,3.864,2.527,12.059
K00303.01,CONFIRMED,60.92818866,6.3336,755.6,2.78,11.28,467.0,0.009,120.1,5638.0,4.359,1.023,12.193
K00304.01,CONFIRMED,8.512037736,2.1861,597.8,2.14,117.11,839.0,0.005,102.2,5767.0,4.538,0.881,12.549
K00359.01,FALSE POSITIVE,5.93720557,4.882,371.4,1.84,150.81,894.0,0.976,59.9,5857.0,4.633,0.712,13.799
K00360.01,FALSE POSITIVE,5.93719982,3.95,175.6,1.47,297.14,1059.0,0.748,37.0,6102.0,4.457,1.026,13.021
K00061.01,FALSE POSITIVE,1.63345402,3.817,359.0,24.87,2211.18,1750.0,1.19,7.4,6283.0,4.372,1.091,12.179
K00361.01,CONFIRMED,3.247548814,2.5146,209.7,1.41,460.67,1181.0,0.31,51.6,5703.0,4.498,0.975,13.1
K00362.01,FALSE POSITIVE,14.022451457,8.08619,20082.9,14.93,101.92,810.0,0.189,2707.7,6061.0,4.401,1.05,13.424
K00363.01,FALSE POSITIVE,2.442945167,4.0145,677.9,38.29,1499.89,1587.0,1.217,102.8,5657.0,4.121,1.428,13.771
K03005.01,FALSE POSITIVE,1.312459403,1.459,36.9,1.65,15018.33,2824.0,0.732,13.9,6543.0,3.782,2.507,12.524
K03007.01,CANDIDATE,11.1916199,2.1,166.4,1.47,88.34,782.0,0.895,11.9,5646.0,4.464,0.956,14.528
K03008.01,CONFIRMED,2.99792926,4.398,45.4,1.12,1611.51,1616.0,0.403,16.0,5888.0,4.061,1.645,12.003
K03010.01,CONFIRMED,60.8660974,4.397,714.3,1.39,0.84,244.0,0.004,15.4,3808.0,4.734,0.522,15.757
K03011.01,FALSE POSITIVE,2.11547854,3.665,222.9,1.66,1264.56,1521.0,0.755,21.6,6208.0,4.454,1.024,15.542
K03086.01,CANDIDATE,174.731515,8.257,1179.9,3.0,1.6,287.0,0.021,16.5,5201.0,4.447,0.897,15.707
K03087.01,FALSE POSITIVE,5.54867998,4.665,68.9,0.68,143.26,882.0,0.095,15.4,5258.0,4.514,0.835,12.837
K03087.02,FALSE POSITIVE,1.22174063,7.443,32.2,0.46,1081.5,1461.0,0.004,19.4,5258.0,4.514,0.835,12.837
K03088.01,CONFIRMED,3.48412874,1.422,161.6,1.16,389.41,1132.0,0.106,13.3,5696.0,4.519,0.921,14.953
K00285.01,CONFIRMED,13.74883059,6.0968,425.9,3.63,213.84,975.0,0.658,167.6,5862.0,4.05,1.67,11.565
K03089.01,CANDIDATE,0.858546796,1.1,106.1,0.88,1846.35,1671.0,0.241,12.2,5269.0,4.491,0.864,15.247
K00304.02,CANDIDATE,5.518195,1.81,27.1,0.46,208.54,969.0,0.243,5.2,5767.0,4.538,0.881,12.549
K00305.01,CONFIRMED,4.603575293,2.3499,440.4,1.51,101.65,810.0,0.246,79.7,4783.0,4.602,0.741,12.97
K00306.01,CONFIRMED,24.30784323,2.6054,677.1,2.14,18.87,532.0,0.425,35.6,5313.0,4.571,0.82,12.63
K00307.01,CONFIRMED,19.67409703,3.7535,204.9,1.78,60.37,711.0,0.914,39.0,6023.0,4.423,1.031,12.797
K00046.01,CONFIRMED,3.487688776,3.83661,1298.8,5.64,1033.07,1445.0,0.026,350.6,5576.0,4.065,1.593,13.77
K00365.01,CONFIRMED,81.737872,6.6923,628.8,2.16,5.2,385.0,0.02,135.4,5559.0,4.502,0.873,11.195
K00366.01,CANDIDATE,75.1122132,4.9458,3751.5,23.23,86.18,777.0,0.838,384.0,6201.0,3.616,3.354,11.714
K00367.01,CONFIRMED,31.578651216,2.12791,2125.4,4.52,24.94,570.0,0.04,324.3,5733.0,4.442,0.99,11.105
K00368.01,FALSE POSITIVE,110.32167272,13.3624,7296.6,18.6,79.11,761.0,0.715,2217.1,9244.0,4.159,2.025,11.375
K00369.01,CONFIRMED,5.88527364,1.9531,112.7,1.59,583.47,1253.0,0.622,27.4,6070.0,4.157,1.431,11.992
K03012.01,FALSE POSITIVE,1.086486129,0.8383,66.0,1.69,9816.28,2539.0,0.524,20.2,5911.0,3.861,2.0,12.988
K03013.01,CANDIDATE,3.76562031,1.288,232.6,19.39,326.2,1084.0,1.193,14.6,5743.0,4.553,0.853,14.698
K03014.01,CONFIRMED,86.1160885,6.058,875.2,3.11,8.93,441.0,0.016,17.8,6161.0,4.454,1.053,15.831
K03015.01,CONFIRMED,3.61460332,3.227,43.9,0.9,900.38,1397.0,0.026,15.4,5799.0,4.161,1.375,13.219
K00282.02,CONFIRMED,8.45744892,3.2893,77.4,1.02,220.05,982.0,0.494,31.0,5903.0,4.304,1.137,11.529
K03017.01,CANDIDATE,2.46288834,1.724,47.4,0.67,883.43,1391.0,0.256,11.9,5893.0,4.395,0.967,13.308
K03090.01,CONFIRMED,3.82223397,1.924,362.7,1.05,30.84,601.0,0.725,15.9,3729.0,4.733,0.514,15.665
K03091.01,CONFIRMED,17.067644,6.026,262.4,1.62,82.56,769.0,0.106,13.5,6347.0,4.464,0.996,15.372
K03092.01,FALSE POSITIVE,5.78542702,2.271,256.2,1.91,510.79,1212.0,0.163,15.4,6555.0,4.374,1.178,15.451
K03093.01,CONFIRMED,29.6099055,7.433,120.1,1.74,37.12,629.0,0.984,14.3,5812.0,4.329,1.122,13.619
K03095.01,CONFIRMED,3.42390809,1.773,153.1,1.25,508.75,1212.0,0.213,13.1,5788.0,4.442,1.015,15.067
K00307.02,CONFIRMED,5.21104597,3.3447,102.7,1.18,354.82,1107.0,0.833,36.9,6023.0,4.423,1.031,12.797
K00308.01,CONFIRMED,35.5969684,6.691,684.5,3.72,41.06,646.0,0.895,52.5,6212.0,4.309,1.209,12.351
K00309.01,FALSE POSITIVE,1.633107509,1.491,60.8,0.53,324.97,1083.0,0.35,21.7,4579.0,4.596,0.684,12.843
K00311.01,FALSE POSITIVE,66.1544958,6.945,1972.0,3.33,2.33,315.0,0.8526,42.7,4679.0,4.627,0.643,12.655
K00312.01,CONFIRMED,11.57890926,2.7207,243.4,2.06,193.48,951.0,0.359,54.8,6156.0,4.284,1.303,12.459
K00369.02,CONFIRMED,10.10463142,2.369,114.6,1.59,283.38,1046.0,0.571,24.1,6070.0,4.157,1.431,11.992
K00370.01,CONFIRMED,42.88247951,9.7471,408.9,3.61,59.6,709.0,0.391,112.2,6143.0,4.039,1.763,11.931
K00063.01,CONFIRMED,9.43414171,2.8112,3977.0,5.73,92.39,791.0,0.538,40.2,5578.0,4.518,0.886,11.582
K00370.02,CONFIRMED,22.95062278,4.4814,129.8,2.17,137.23,873.0,0.748,32.9,6143.0,4.039,1.763,11.931
K00371.01,FALSE POSITIVE,498.391282,6.135,1590.0,17.14,3.11,339.0,0.959,49.7,5134.0,3.611,3.107,12.193
K00372.01,CONFIRMED,125.6291479,9.108,7841.6,10.02,5.35,388.0,0.471,150.4,5819.0,4.334,1.111,12.391
K03018.01,FALSE POSITIVE,45.1178526,3.737,389.2,2.78,16.87,517.0,0.97,17.3,5585.0,4.339,1.038,14.72
K03019.01,CONFIRMED,4.17939037,2.647,172.8,1.52,478.98,1194.0,0.317,16.1,5633.0,4.296,1.162,14.927
K03020.01,CANDIDATE,10.9192653,4.572,91.1,1.9,355.29,1107.0,0.434,15.0,5745.0,3.939,1.972,13.534
K03021.01,FALSE POSITIVE,0.803835923,1.397,52.6,0.78,4863.18,2129.0,0.447,12.4,6242.0,4.442,1.047,13.7
K03022.01,CONFIRMED,2.76263737,1.821,185.0,1.25,544.05,1231.0,0.46,14.1,5772.0,4.528,0.901,15.4
K03097.01,CONFIRMED,11.9216035,5.009,43.2,0.87,123.89,851.0,0.929,15.1,6006.0,4.403,1.082,11.973
K03097.02,CONFIRMED,6.80257947,4.608,32.7,0.73,262.26,1026.0,0.889,14.7,6006.0,4.403,1.082,11.973
K03097.03,CONFIRMED,8.70312154,4.807,32.0,0.72,188.7,945.0,0.886,13.0,6006.0,4.403,1.082,11.973
K03098.01,FALSE POSITIVE,1.332557603,6.043,225.3,19.88,1983.27,1703.0,1.174,28.1,6091.0,4.487,0.967,15.787
K00043.01,FALSE POSITIVE,11.32029599,4.5866,4303.5,8.02,102.12,811.0,0.914,85.0,5780.0,4.438,1.0,13.29
K00285.02,CONFIRMED,26.723169,8.501,195.0,2.31,88.1,781.0,0.035,67.5,5862.0,4.05,1.67,11.565
K00312.02,CONFIRMED,16.39926461,3.4108,220.8,1.94,121.53,847.0,0.115,46.4,6156.0,4.284,1.303,12.459
K00313.01,CONFIRMED,18.73577127,3.0356,567.2,2.1,24.66,568.0,0.785,81.8,5188.0,4.547,0.795,12.99
K00313.02,CONFIRMED,8.43639829,3.2451,345.5,1.5,71.51,742.0,0.51,76.8,5188.0,4.547,0.795,12.99
K00314.01,CONFIRMED,13.78109471,2.3188,756.0,1.42,6.17,402.0,0.545,112.8,3846.0,4.738,0.503,12.925
K00314.02,CONFIRMED,23.08902241,1.7012,598.3,1.24,3.1,338.0,0.32,57.4,3846.0,4.738,0.503,12.925
K00046.02,CONFIRMED,6.02977241,3.961,54.6,1.18,496.46,1204.0,0.379,11.5,5576.0,4.065,1.593,13.77
K00373.01,CONFIRMED,135.1879934,8.8191,663.4,2.32,3.33,345.0,0.023,85.8,5731.0,4.451,0.906,12.765
K00374.01,CONFIRMED,172.7046083,11.347,659.1,2.85,3.77,355.0,0.004,92.9,5851.0,4.302,1.116,12.209
K00375.01,CONFIRMED,988.8811177,5.9504,5060.0,10.81,0.58,223.0,0.1667,136.4,5755.0,4.101,1.549,13.293
K00376.01,FALSE POSITIVE,44.14599042,3.4015,4467.8,121.48,35.87,624.0,1.902,99.6,6692.0,4.383,1.152,13.754
K00376.02,FALSE POSITIVE,1.411627439,1.0814,515.2,2.99,3523.63,1966.0,0.853,53.1,6692.0,4.383,1.152,13.754
K00377.01,CONFIRMED,19.270825843,4.1281,6660.5,7.74,45.05,661.0,0.169,577.1,5779.0,4.491,0.956,13.803
K03022.02,CONFIRMED,5.05368985,2.514,171.5,1.21,243.06,1007.0,0.53,11.5,5772.0,4.528,0.901,15.4
K03023.01,FALSE POSITIVE,4.39049637,3.0112,113.5,2.07,1701.16,1637.0,0.389,31.1,6429.0,3.989,1.908,13.33
K03025.01,CONFIRMED,13.1829329,3.594,518.0,1.84,45.19,661.0,0.016,13.8,5382.0,4.571,0.827,16.239
K03026.01,CONFIRMED,3.51575492,1.381,237.4,1.35,269.57,1033.0,0.061,15.2,5094.0,4.45,0.901,14.897
K00282.03,CONFIRMED,87.5177787,2.55,136.5,1.85,9.76,451.0,0.983,12.2,5903.0,4.304,1.137,11.529
K03099.01,FALSE POSITIVE,14.0498182,2.907,472.0,1.45,12.56,480.0,0.569,14.5,4228.0,4.618,0.652,15.648
K03101.01,CONFIRMED,14.2563272,4.796,206.1,1.73,95.22,797.0,0.894,14.3,6140.0,4.455,1.027,15.192
K03105.01,CANDIDATE,4.21223579,7.898,116.4,1.04,146.4,887.0,0.97,12.8,5116.0,4.591,0.7,15.277
K03106.01,CONFIRMED,0.968980781,1.517,118.5,1.08,2730.51,1844.0,0.065,12.8,5866.0,4.473,1.0,15.415
K03107.01,FALSE POSITIVE,8.589562,9.885,245.4,15.95,148.61,891.0,1.138,14.0,5766.0,4.404,0.945,15.214
K00314.03,CONFIRMED,10.31282204,2.0138,137.6,0.59,9.07,443.0,0.061,22.0,3846.0,4.738,0.503,12.925
K00315.01,CONFIRMED,35.58349688,3.9885,937.6,2.03,6.54,408.0,0.001,90.8,4894.0,4.637,0.684,12.968
K00316.01,CONFIRMED,15.77111067,5.0574,547.1,2.62,75.61,752.0,0.009,123.2,5620.0,4.333,1.143,12.701
K00316.02,CONFIRMED,157.0659976,8.1289,551.4,2.63,3.53,350.0,0.004,50.9,5620.0,4.333,1.143,12.701
K00316.03,CONFIRMED,7.305706326,1.4228,264.9,2.11,210.72,972.0,0.826,43.6,5620.0,4.333,1.143,12.701
K00377.02,CONFIRMED,38.90787517,4.5271,6159.1,7.98,17.66,523.0,0.6883,366.1,5779.0,4.491,0.956,13.803
K00064.01,CANDIDATE,1.951082219,1.6975,1151.8,10.35,3822.26,2005.0,0.925,30.1,5302.0,3.768,2.426,13.143
K00377.03,CONFIRMED,1.59295975,1.9313,248.3,1.48,1251.43,1517.0,0.0779,48.9,5779.0,4.491,0.956,13.803
K00378.01,FALSE POSITIVE,4.94402197,4.062,363.3,32.92,958.29,1419.0,1.157,33.0,6013.0,4.035,1.7,13.15
K00379.01,FALSE POSITIVE,6.71725648,2.5207,272.7,2.78,603.71,1264.0,0.163,49.1,6078.0,4.094,1.683,13.319
K00379.02,CANDIDATE,23.1375919,3.35,114.0,1.83,115.86,837.0,0.429,12.9,6078.0,4.094,1.683,13.319
K03027.01,CONFIRMED,6.07032548,1.341,311.6,1.36,91.45,789.0,0.454,11.9,5076.0,4.598,0.763,15.489
K03028.01,FALSE POSITIVE,1.33256952,2.915,163.5,1.06,1076.99,1461.0,0.463,16.5,5547.0,4.571,0.82,15.983
K03029.01,CANDIDATE,18.9763286,2.379,329.8,2.24,39.11,638.0,0.922,11.0,5300.0,4.385,0.986,14.948
K03029.02,CANDIDATE,6.34724702,3.097,159.8,1.35,168.14,919.0,0.739,11.1,5300.0,4.385,0.986,14.948
K03030.01,FALSE POSITIVE,7.19552624,4.095,214.6,1.67,273.05,1037.0,0.593,15.6,6242.0,4.432,1.093,15.614
K03108.01,CONFIRMED,7.36272124,1.3287,429.3,1.86,155.72,901.0,0.253,17.8,5868.0,4.53,0.894,14.941
K03109.01,CONFIRMED,10.6761592,4.594,151.0,1.79,285.79,1049.0,0.403,14.1,6460.0,4.267,1.434,13.688
K03110.01,CONFIRMED,4.48494315,2.752,134.9,1.23,488.22,1199.0,0.3,12.4,6217.0,4.437,1.051,14.879
K03111.01,CANDIDATE,10.76800074,3.494,65.1,0.92,144.85,885.0,0.583,14.2,5874.0,4.338,1.096,12.863
K03111.02,CANDIDATE,4.32848303,2.955,35.5,0.66,488.23,1199.0,0.367,11.4,5874.0,4.338,1.096,12.863
K00285.03,CONFIRMED,49.3567907,10.954,130.2,1.91,38.86,637.0,0.277,35.0,5862.0,4.05,1.67,11.565
K00317.01,CONFIRMED,22.20809549,7.3327,463.2,3.02,98.36,803.0,0.017,92.7,6336.0,4.266,1.403,12.885
K00318.01,CONFIRMED,38.5833679,12.391,1388.2,8.56,79.08,761.0,0.905,46.1,6273.0,4.04,1.927,12.211
K00319.01,CONFIRMED,46.15119482,6.3427,1817.3,10.02,57.8,703.0,0.904,286.0,5877.0,3.927,1.963,12.711
K00320.01,FALSE POSITIVE,4.79179893,2.9283,123.9,26.26,575.43,1249.0,1.209,46.3,6499.0,4.408,1.103,12.174
K00321.01,CONFIRMED,2.426304127,2.6624,185.4,1.41,679.12,1302.0,0.694,97.0,5678.0,4.484,0.97,12.52
K00005.01,CANDIDATE,4.780327581,2.0253,960.8,7.14,1020.05,1441.0,0.952,380.8,5937.0,4.012,1.787,11.665
K00389.01,FALSE POSITIVE,3.741231778,2.469,419.0,1.55,193.55,951.0,0.25,66.6,5206.0,4.598,0.767,13.936
K00390.01,FALSE POSITIVE,1.168310132,1.31,283.3,1.43,1469.16,1577.0,0.107,64.7,5509.0,4.487,0.857,13.831
K00391.01,FALSE POSITIVE,25.9525478,21.328,478.4,74.69,132.4,865.0,1.228,57.0,5211.0,3.715,2.721,13.778
K00392.01,CONFIRMED,33.4160553,8.605,275.8,2.98,53.18,689.0,0.947,29.3,6007.0,4.178,1.42,13.954
K00392.02,CONFIRMED,12.6119685,6.372,76.5,1.33,194.9,953.0,0.709,12.2,6007.0,4.178,1.42,13.954
K03031.01,CANDIDATE,7.64809462,2.216,195.9,1.19,117.65,840.0,0.265,12.2,5641.0,4.554,0.85,15.267
K03032.01,CONFIRMED,0.636424848,0.947,217.9,1.31,2754.93,1846.0,0.319,18.1,5343.0,4.538,0.885,15.744
K03033.01,FALSE POSITIVE,8.55935323,4.303,148.8,1.21,169.77,921.0,0.744,20.4,6115.0,4.462,0.919,14.538
K03034.01,CANDIDATE,31.0209175,2.012,859.5,1.66,1.7,291.0,0.881,15.1,3720.0,4.764,0.48,15.572
K03035.01,FALSE POSITIVE,21.3419702,10.73,,,105.86,,,,,,,13.87
K03112.01,CANDIDATE,2.118893997,0.822,311.4,1.41,541.53,1230.0,0.019,11.3,5504.0,4.583,0.796,15.855
K03113.01,CONFIRMED,2.46050095,1.861,276.8,1.03,208.54,969.0,0.052,16.7,4811.0,4.626,0.634,15.245
K03114.01,CANDIDATE,7.49133777,6.315,34.5,1.01,656.15,1291.0,0.013,14.4,6177.0,3.993,1.71,12.277
K03115.01,CONFIRMED,5.8660127,3.985,183.0,1.45,302.77,1064.0,0.539,16.8,6020.0,4.427,1.04,15.273
K03116.01,CONFIRMED,23.9107056,4.996,294.0,1.91,59.76,709.0,0.398,12.9,6338.0,4.418,1.091,15.376
K00048.01,FALSE POSITIVE,23.836808884,6.02854,29684.7,59.31,168.28,919.0,1.008,2793.4,6095.0,3.894,1.94,13.722
K00321.02,CONFIRMED,4.62334491,3.0189,62.0,0.77,287.25,1050.0,0.388,25.2,5678.0,4.484,0.97,12.52
K00322.01,FALSE POSITIVE,5.888835386,3.7988,19466.0,584.67,243.87,1008.0,6.217,208.2,5780.0,4.438,1.0,12.97
K00323.01,CONFIRMED,5.83599485,2.062,553.3,1.92,144.5,884.0,0.129,11.2,5423.0,4.542,0.828,12.465
K00324.01,FALSE POSITIVE,1.089077863,2.4676,133.6,1.96,7312.11,2359.0,0.778,104.8,6280.0,4.098,1.551,12.217
K00325.01,FALSE POSITIVE,7.86335883,3.4303,467.3,7.84,482.18,1195.0,0.995,74.3,5731.0,4.005,1.913,12.94
K00380.01,FALSE POSITIVE,8.0970583,5.699,680.7,4.83,495.31,1203.0,0.959,76.4,6573.0,4.2,1.455,13.11
K00381.01,FALSE POSITIVE,6.337614357,1.742,1807.4,9.57,787.89,1351.0,0.972,132.7,6581.0,4.138,1.536,13.406
K00382.01,FALSE POSITIVE,3.900140077,3.77,543.1,23.78,582.32,1253.0,1.205,53.6,6407.0,4.48,0.955,13.561
K00384.01,CONFIRMED,5.0800579,5.207,222.8,3.95,1851.94,1673.0,0.636,56.7,6049.0,3.769,2.52,13.281
K00385.01,CONFIRMED,13.14496741,3.6399,300.8,1.59,56.15,698.0,0.591,44.1,5411.0,4.477,0.888,13.435
K00283.01,CONFIRMED,16.09196369,2.8943,415.8,2.13,62.74,718.0,0.546,84.9,5680.0,4.414,1.016,11.525
K03036.01,FALSE POSITIVE,161.239891,24.472,1075.4,3.48,1.77,294.0,0.946,23.0,5514.0,4.569,0.826,15.648
K03037.01,CANDIDATE,5.4654174,3.209,219.5,1.23,174.08,927.0,0.301,14.2,5612.0,4.566,0.829,15.861
K03038.01,CONFIRMED,1.4951513,3.43,52.0,1.44,2880.38,1870.0,0.974,14.2,5635.0,4.117,1.452,14.22
K03039.01,CONFIRMED,20.3504704,7.225,101.8,1.01,55.07,695.0,0.192,16.6,5952.0,4.41,1.002,13.914
K03117.01,CANDIDATE,6.06664931,1.962,65.3,0.87,165.66,915.0,0.902,10.9,5569.0,4.521,0.892,13.163
K03119.01,CANDIDATE,2.184437698,1.0422,1546.8,0.94,18.41,529.0,0.035,19.7,3421.0,5.014,0.25,16.946
K03120.01,CONFIRMED,4.13592927,2.377,156.2,1.43,535.42,1226.0,0.168,15.2,5886.0,4.345,1.152,14.826
K03122.01,CONFIRMED,8.05337912,5.382,38.3,1.28,717.7,1320.0,0.035,14.9,6231.0,3.976,2.062,12.086
K03123.01,CANDIDATE,15.2311195,3.91,269.1,1.94,96.84,800.0,0.192,13.1,5836.0,4.316,1.186,15.029
K00286.01,FALSE POSITIVE,23.6272223,7.9,154.6,3.84,804.44,1358.0,0.711,65.8,8308.0,3.861,2.879,11.641
K00326.01,FALSE POSITIVE,8.97349999,3.1408,935.1,36.0,6178.9,2262.0,0.56,44.1,4751.0,2.52,11.536,12.96
K00326.02,FALSE POSITIVE,108.546946,7.567,711.3,29.67,222.7,985.0,0.055,15.3,4751.0,2.52,11.536,12.96
K00327.01,CONFIRMED,3.254277742,2.9903,159.9,1.38,675.56,1301.0,0.303,58.6,5945.0,4.402,1.089,12.996
K00327.02,CONFIRMED,91.3514816,8.707,210.0,1.57,7.93,428.0,0.008,25.5,5945.0,4.402,1.089,12.996
K00328.01,FALSE POSITIVE,2.250826647,1.536,534.4,30.03,1161.8,1489.0,1.221,104.3,5779.0,4.308,1.119,12.82
K00386.01,CONFIRMED,31.1588249,5.1803,959.0,3.56,39.46,639.0,0.029,73.6,5951.0,4.319,1.155,13.838
K00066.01,FALSE POSITIVE,0.436282594,1.3988,536.4,83.25,170399.16,5187.0,1.269,218.3,8491.0,3.853,2.622,11.002
K00386.02,CONFIRMED,76.7324556,6.243,685.7,3.08,11.86,473.0,0.462,34.3,5951.0,4.319,1.155,13.838
K00387.01,CONFIRMED,13.89963233,3.5791,1121.7,2.46,17.37,521.0,0.777,98.2,4538.0,4.607,0.663,13.577
K00388.01,CONFIRMED,6.14955931,5.5694,333.7,3.26,649.26,1287.0,0.368,87.3,5687.0,3.973,1.775,13.644
K03040.01,CANDIDATE,4.8099878,1.97,288.2,1.59,317.8,1077.0,0.2,13.6,5988.0,4.507,0.934,15.667
K03041.01,CANDIDATE,5.08288076,2.515,108.0,1.15,462.96,1183.0,0.389,12.5,6217.0,4.375,1.083,14.207
K03042.01,CANDIDATE,31.0259489,5.692,385.4,1.91,29.67,595.0,0.153,12.7,6075.0,4.486,0.969,15.959
K03043.01,CANDIDATE,3.08942807,3.214,85.3,1.07,808.76,1361.0,0.65,13.2,6137.0,4.418,1.103,14.829
K03045.01,CONFIRMED,44.8702042,4.199,636.1,2.56,19.5,536.0,0.436,16.4,6122.0,4.471,0.996,15.755
K03124.01,FALSE POSITIVE,4.8807805,9.4,79.0,0.48,58.98,706.0,0.581,15.9,4763.0,4.738,0.516,14.203
K03125.01,CONFIRMED,4.45342418,3.654,46.6,0.9,740.51,1331.0,0.569,16.3,6256.0,4.269,1.269,12.938
K03126.01,FALSE POSITIVE,2.21396685,4.374,81.6,0.84,952.61,1418.0,0.017,19.1,5986.0,4.461,0.93,14.461
K03127.01,CONFIRMED,9.705693,7.702,140.8,2.07,237.46,1001.0,0.941,14.2,5808.0,4.178,1.385,14.93
K03128.01,CANDIDATE,21.2360024,4.019,104.4,2.62,285.21,1048.0,0.205,15.7,6035.0,3.745,2.559,13.371
K00049.01,CONFIRMED,8.31377304,2.964,837.4,2.74,145.51,886.0,0.002,19.6,5900.0,4.509,0.951,13.704
K00329.01,FALSE POSITIVE,8.58969597,8.471,245.1,20.8,143.02,882.0,1.197,45.9,6024.0,4.523,0.9,13.478
K00330.01,CONFIRMED,7.97420583,5.3503,293.1,1.85,212.75,974.0,0.128,55.1,5973.0,4.386,1.081,13.928
K00330.02,CONFIRMED,1.88899036,3.486,59.0,0.83,1449.92,1574.0,0.011,18.2,5973.0,4.386,1.081,13.928
K00331.01,CONFIRMED,18.68405716,6.9329,381.5,3.64,113.34,832.0,0.858,54.2,5548.0,4.038,1.614,13.497
K00393.01,CONFIRMED,21.41624083,7.081,314.5,2.09,74.2,748.0,0.081,42.7,6156.0,4.331,1.18,13.542
K00394.01,FALSE POSITIVE,12.28351275,3.634,597.8,74.76,765.56,1342.0,1.224,23.4,6171.0,3.668,2.759,13.167
K00069.01,CONFIRMED,4.72674037,2.9267,273.1,1.56,264.08,1028.0,0.657,287.8,5648.0,4.472,0.894,9.931
K00395.01,FALSE POSITIVE,6.77449545,2.5416,481.9,29.41,521.03,1219.0,1.178,41.9,6517.0,4.265,1.342,13.889
K00396.01,CANDIDATE,14.591504451,1.1295,1490.5,36.85,140.82,879.0,1.21,68.0,5940.0,4.199,1.312,13.311
K00397.01,FALSE POSITIVE,27.677680103,2.1704,11545.0,14.41,34.55,618.0,0.933,431.6,6075.0,4.486,0.969,13.767
K03047.01,FALSE POSITIVE,0.605223042,0.8986,232.3,1.14,2099.47,1728.0,0.109,20.7,5089.0,4.559,0.757,15.248
K00283.02,CONFIRMED,25.5172744,4.735,66.8,0.83,33.91,615.0,0.322,13.5,5680.0,4.414,1.016,11.525
K03048.01,CONFIRMED,4.73292061,1.746,151.6,0.97,198.57,957.0,0.121,15.5,5595.0,4.581,0.796,14.651
K03049.01,CONFIRMED,22.4765952,3.437,481.4,1.21,7.27,419.0,0.176,13.3,4563.0,4.704,0.567,15.037
K03050.01,CANDIDATE,1.242639742,1.763,159.3,1.02,1159.26,1487.0,0.152,16.1,5520.0,4.572,0.818,15.33
K03129.01,FALSE POSITIVE,25.503628,3.913,204.4,1.61,27.85,586.0,0.953,13.3,5815.0,4.54,0.877,14.746
K03130.01,CONFIRMED,14.8638496,2.705,220.6,2.9,35.04,620.0,1.006,12.3,5159.0,4.508,0.8,13.752
K03130.02,CONFIRMED,5.65245733,2.062,121.0,1.05,127.1,856.0,0.889,11.7,5159.0,4.508,0.8,13.752
K03131.01,CONFIRMED,10.9294815,5.893,196.9,1.21,83.14,770.0,0.197,14.3,5792.0,4.547,0.864,15.591
K03132.01,CANDIDATE,0.536650319,2.383,41.9,1.35,24688.55,3195.0,0.61,31.0,6020.0,3.922,2.0,12.649
K00332.01,CONFIRMED,5.45849914,4.0448,255.9,1.91,344.32,1099.0,0.65,72.0,5914.0,4.396,1.135,13.046
